id,name,parsecs_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
224,TOI-3862 b,249.02,0.1688 Jupiters,12.351,2026,https://science.nasa.gov/exoplanet-catalog/toi-3862-b/
225,TOI-1080 b,25.559,10.7 Earths,15.349,2026,https://science.nasa.gov/exoplanet-catalog/toi-1080-b/
226,HD 48265 c,90.5446,4.45 Jupiters,8.05,2026,https://science.nasa.gov/exoplanet-catalog/hd-48265-c/
227,KMT-2025-BLG-0121L b,6200,7.77 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-0121l-b/
228,KMT-2023-BLG-0466L b,6800,3.25 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0466l-b/
229,KMT-2022-BLG-1551L b,6900,2.96 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-1551l-b/
230,KMT-2020-BLG-0202L b,3840,12.28 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2020-blg-0202l-b/
231,HD 114386 c,27.9243,0.37 Jupiters,8.73,2026,https://science.nasa.gov/exoplanet-catalog/hd-114386-c/
232,HD 100508 b,32.7548,1.2 Jupiters,7.74,2026,https://science.nasa.gov/exoplanet-catalog/hd-100508-b/
233,HD 68475 b,33.4297,5.16 Jupiters,8.78,2026,https://science.nasa.gov/exoplanet-catalog/hd-68475-b/
234,TOI-2094 b,50.0248,4.27 Earths,14.409,2026,https://science.nasa.gov/exoplanet-catalog/toi-2094-b/
235,TOI-2267 d,22.55,3.78 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/toi-2267-d/
236,TOI-2267 b,22.55,0.972 Earths,15.56,2025,https://science.nasa.gov/exoplanet-catalog/toi-2267-b/
237,TOI-2267 c,22.55,1.55 Earths,15.56,2025,https://science.nasa.gov/exoplanet-catalog/toi-2267-c/
238,DMPP-9 b,109.539,14.43 Earths,9.22,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-9-b/
239,DMPP-8 b,76.1335,0.25513767 Jupiters,8.65,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-8-b/
240,DMPP-7 b,101.386,0.21696613 Jupiters,8.79,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-7-b/
241,DMPP-6 c,54.6303,13.47 Earths,7.71,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-6-c/
242,DMPP-6 b,54.6303,5.8 Earths,7.71,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-6-b/
243,DMPP-2 d,137.94,0.28880364 Jupiters,8.57,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-2-d/
244,DMPP-2 c,137.94,0.16294956 Jupiters,8.57,2026,https://science.nasa.gov/exoplanet-catalog/dmpp-2-c/
245,TOI-4336 A c,22.5455,1.55 Earths,13.6,2026,https://science.nasa.gov/exoplanet-catalog/toi-4336-a-c/
246,KOINTREAU-4 b,145.434,15.3 Jupiters,15.902,2026,https://science.nasa.gov/exoplanet-catalog/kointreau-4-b/
247,KOINTREAU-3 b,140.563,3.4 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kointreau-3-b/
248,LHS 1903 e,35.6917,5.79 Earths,12.23,2026,https://science.nasa.gov/exoplanet-catalog/lhs-1903-e/
249,HD 164604 c,39.3633,9.5 Jupiters,9.62,2026,https://science.nasa.gov/exoplanet-catalog/hd-164604-c/
250,GJ 887 e,3.2871,1.46 Earths,7.33,2026,https://science.nasa.gov/exoplanet-catalog/gj-887-e/
251,GJ 887 d,3.2871,6.1 Earths,7.33,2026,https://science.nasa.gov/exoplanet-catalog/gj-887-d/
252,KMT-2024-BLG-2087L b,7190,4.39 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-2087l-b/
253,KMT-2024-BLG-1870L b,5480,1.06 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-1870l-b/
254,KMT-2024-BLG-0349L b,5750,11.86 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-0349l-b/
255,KMT-2024-BLG-0176L b,8340,0.76 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-0176l-b/
256,TOI-375 d,396.213,1.402 Jupiters,11.516,2026,https://science.nasa.gov/exoplanet-catalog/toi-375-d/
257,TOI-375 c,396.213,2.106 Jupiters,11.516,2026,https://science.nasa.gov/exoplanet-catalog/toi-375-c/
258,TOI-7009 b,184.12,13.3 Earths,14.161,2026,https://science.nasa.gov/exoplanet-catalog/toi-7009-b/
259,TOI-5938 b,114.035,14 Earths,12.31,2026,https://science.nasa.gov/exoplanet-catalog/toi-5938-b/
260,TOI-5734 b,32.5102,9.1 Earths,9.613,2026,https://science.nasa.gov/exoplanet-catalog/toi-5734-b/
261,TOI-2133 b,75.1973,6.21 Earths,12.008,2026,https://science.nasa.gov/exoplanet-catalog/toi-2133-b/
262,LHS 1903 d,35.6917,5.96 Earths,12.23,2026,https://science.nasa.gov/exoplanet-catalog/lhs-1903-d/
263,LHS 1903 b,35.6917,3.28 Earths,12.23,2026,https://science.nasa.gov/exoplanet-catalog/lhs-1903-b/
264,LHS 1903 c,35.6917,4.55 Earths,12.23,2026,https://science.nasa.gov/exoplanet-catalog/lhs-1903-c/
265,TOI-375 b,396.213,0.745 Jupiters,11.516,2026,https://science.nasa.gov/exoplanet-catalog/toi-375-b/
266,GJ 4274 c,7.23556,8.39 Earths,13.31,2026,https://science.nasa.gov/exoplanet-catalog/gj-4274-c/
267,GJ 4274 b,7.23556,2.97 Earths,13.31,2026,https://science.nasa.gov/exoplanet-catalog/gj-4274-b/
268,HD 85426 c,53.974,10.3 Earths,8.25,2026,https://science.nasa.gov/exoplanet-catalog/hd-85426-c/
269,HD 176986 d,27.7843,6.76 Earths,8.42,2026,https://science.nasa.gov/exoplanet-catalog/hd-176986-d/
270,KMT-2025-BLG-1616L b,7500,0.13315361 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2025-blg-1616l-b/
271,TOI-6692 b,312.903,0.62 Jupiters,11.434,2026,https://science.nasa.gov/exoplanet-catalog/toi-6692-b/
272,TOI-4495 b,132.214,7.7 Earths,9.531,2026,https://science.nasa.gov/exoplanet-catalog/toi-4495-b/
273,TOI-4495 c,132.214,23.2 Earths,9.531,2024,https://science.nasa.gov/exoplanet-catalog/toi-4495-c/
274,KOINTREAU-1 b,158.618,10.6 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kointreau-1-b/
275,GJ 3090 c,22.4751,10 Earths,11.403,2026,https://science.nasa.gov/exoplanet-catalog/gj-3090-c/
276,TOI-7384 b,66.7902,12.4 Earths,16.704,2026,https://science.nasa.gov/exoplanet-catalog/toi-7384-b/
277,TOI-6716 b,18.8873,0.911 Earths,14.8,2026,https://science.nasa.gov/exoplanet-catalog/toi-6716-b/
278,TOI-5788 b,97.614,3.72 Earths,10.153,2026,https://science.nasa.gov/exoplanet-catalog/toi-5788-b/
279,TOI-5788 c,97.614,6.4 Earths,10.153,2026,https://science.nasa.gov/exoplanet-catalog/toi-5788-c/
280,TOI-4529 b,28.384,4.9 Earths,12.214,2026,https://science.nasa.gov/exoplanet-catalog/toi-4529-b/
281,TOI-1774.01,53.974,8.5 Earths,8.25,2021,https://science.nasa.gov/exoplanet-catalog/toi-1774-01/
282,TOI-1243 b,43.1865,7.7 Earths,13.427,2026,https://science.nasa.gov/exoplanet-catalog/toi-1243-b/
283,TOI-1230.01,143.138,6.29 Earths,10.254,2021,https://science.nasa.gov/exoplanet-catalog/toi-1230-01/
284,TOI-1203.01,64.9943,7.39 Earths,8.59,2021,https://science.nasa.gov/exoplanet-catalog/toi-1203-01/
285,TOI-1054.01,88.4343,6.5 Earths,8.95,2021,https://science.nasa.gov/exoplanet-catalog/toi-1054-01/
286,TOI-836.01,27.5024,9.6 Earths,9.92,2021,https://science.nasa.gov/exoplanet-catalog/toi-836-01/
287,TOI-682.01,83.1548,13.5 Earths,9.969,2021,https://science.nasa.gov/exoplanet-catalog/toi-682-01/
288,TOI-469.01,68.192,9.1 Earths,9.49,2021,https://science.nasa.gov/exoplanet-catalog/toi-469-01/
289,TOI-261.02,114.495,11.2 Earths,9.56,2021,https://science.nasa.gov/exoplanet-catalog/toi-261-02/
290,TOI-1233.01,64.5978,6.98 Earths,9.25,2021,https://science.nasa.gov/exoplanet-catalog/toi-1233-01/
291,TOI-5789 e,20.4581,11.61 Earths,7.35063,2026,https://science.nasa.gov/exoplanet-catalog/toi-5789-e/
292,TOI-5789 d,20.4581,4.29 Earths,7.35063,2026,https://science.nasa.gov/exoplanet-catalog/toi-5789-d/
293,TOI-5789 b,20.4581,2.12 Earths,7.35063,2026,https://science.nasa.gov/exoplanet-catalog/toi-5789-b/
294,TOI-5789 c,20.4581,5 Earths,7.35063,2026,https://science.nasa.gov/exoplanet-catalog/toi-5789-c/
295,KMT-2022-BLG-1818L c,5300,0.36 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-1818l-c/
296,KMT-2022-BLG-1818L b,5300,4 Jupiters,Unknown,2026,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-1818l-b/
297,TOI-5422 b,346.141,28 Jupiters,11.499,2026,https://science.nasa.gov/exoplanet-catalog/toi-5422-b/
298,KMT-2024-BLG-1005L b,6950,21 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-1005l-b/
299,NGTS-34 b,120.475,19.1 Earths,9.229,2025,https://science.nasa.gov/exoplanet-catalog/ngts-34-b/
300,TOI-7166 b,35.4153,4.7 Earths,15.79,2025,https://science.nasa.gov/exoplanet-catalog/toi-7166-b/
301,NGTS-35 b,183.078,0.47824548 Jupiters,13.059,2025,https://science.nasa.gov/exoplanet-catalog/ngts-35-b/
302,TOI-5349 b,188.336,0.4 Jupiters,15.685,2026,https://science.nasa.gov/exoplanet-catalog/toi-5349-b/
303,TOI-4666 b,154.749,0.489 Jupiters,15.333,2025,https://science.nasa.gov/exoplanet-catalog/toi-4666-b/
304,TOI-4507 b,178.26,20 Earths,10.806,2025,https://science.nasa.gov/exoplanet-catalog/toi-4507-b/
305,TOI-4940 b,345.659,0.28002532 Jupiters,12.448,2025,https://science.nasa.gov/exoplanet-catalog/toi-4940-b/
306,TOI-3288 b,200.5,1.687 Jupiters,14.979,2025,https://science.nasa.gov/exoplanet-catalog/toi-3288-b/
307,HD 128717 b,73.636,19.8 Jupiters,8.32,2025,https://science.nasa.gov/exoplanet-catalog/hd-128717-b/
308,V2376 Orionis b,Unknown,20 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/v2376-orionis-b/
309,TOI-5489 c,45.0907,2.18 Earths,13.824,2025,https://science.nasa.gov/exoplanet-catalog/toi-5489-c/
310,TOI-5736 b,92.3604,3.05 Earths,13.553,2025,https://science.nasa.gov/exoplanet-catalog/toi-5736-b/
311,TOI-5728 b,54.7045,2.27 Earths,15.02,2025,https://science.nasa.gov/exoplanet-catalog/toi-5728-b/
312,TOI-5716 b,39.4122,0.84 Earths,15.83,2025,https://science.nasa.gov/exoplanet-catalog/toi-5716-b/
313,TOI-5489 b,45.0907,2.54 Earths,13.824,2025,https://science.nasa.gov/exoplanet-catalog/toi-5489-b/
314,TOI-6041 c,72.4731,0.24510081 Jupiters,9.838,2025,https://science.nasa.gov/exoplanet-catalog/toi-6041-c/
315,HIP 54515 b,82.8101,17.7 Jupiters,6.807,2026,https://science.nasa.gov/exoplanet-catalog/hip-54515-b/
316,TOI-6041 b,72.4731,28.9 Earths,9.838,2025,https://science.nasa.gov/exoplanet-catalog/toi-6041-b/
317,WASP-108 b,258.777,0.892 Jupiters,11.211,2020,https://science.nasa.gov/exoplanet-catalog/wasp-108-b/
318,TOI-1472 c,121.84,21.13 Earths,11.302,2025,https://science.nasa.gov/exoplanet-catalog/toi-1472-c/
319,TOI-7510 d,249.006,0.597 Jupiters,11.989,2025,https://science.nasa.gov/exoplanet-catalog/toi-7510-d/
320,TOI-7510 c,249.006,0.412 Jupiters,11.989,2025,https://science.nasa.gov/exoplanet-catalog/toi-7510-c/
321,TOI-7510 b,249.006,18.1 Earths,11.989,2025,https://science.nasa.gov/exoplanet-catalog/toi-7510-b/
322,TOI-1648 b,69.835,7.4 Earths,10.43,2025,https://science.nasa.gov/exoplanet-catalog/toi-1648-b/
323,TOI-912 b,26.1072,5.1 Earths,12.67,2025,https://science.nasa.gov/exoplanet-catalog/toi-912-b/
324,TOI-521 b,60.9425,5.3 Earths,14.691,2025,https://science.nasa.gov/exoplanet-catalog/toi-521-b/
325,TOI-1422 c,155.141,14 Earths,10.622,2025,https://science.nasa.gov/exoplanet-catalog/toi-1422-c/
326,2MASS J22501512+2325342 b,57.2309,30 Jupiters,14.784,2018,https://science.nasa.gov/exoplanet-catalog/2mass-j225015122325342-b/
327,TOI-6448 b,386.879,0.17 Jupiters,12.886,2025,https://science.nasa.gov/exoplanet-catalog/toi-6448-b/
328,TOI-333 b,352.269,20.1 Earths,12.205,2025,https://science.nasa.gov/exoplanet-catalog/toi-333-b/
329,KMT-2024-BLG-2242L b,7620,13.98444991 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-2242l-b/
330,KMT-2024-BLG-2059L b,6070,6.99222495 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-2059l-b/
331,KMT-2024-BLG-1281L b,7180,19.06970442 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-1281l-b/
332,KMT-2023-BLG-0949L b,6060,5.98 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0949l-b/
333,KMT-2023-BLG-0830L b,7250,17.79839079 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0830l-b/
334,KMT-2023-BLG-0548L b,6830,3.42 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0548l-b/
335,BEBOP-4 AB b,234.294,26.3 Jupiters,9.646,2025,https://science.nasa.gov/exoplanet-catalog/bebop-4-ab-b/
336,TOI-756 c,86.1759,4.05 Jupiters,14.607,2025,https://science.nasa.gov/exoplanet-catalog/toi-756-c/
337,TOI-756 b,86.1759,9.83 Earths,14.607,2025,https://science.nasa.gov/exoplanet-catalog/toi-756-b/
338,TOI-283 b,82.7013,6.54 Earths,10.41,2025,https://science.nasa.gov/exoplanet-catalog/toi-283-b/
339,GJ 251 c,5.58057,3.88 Earths,9.89,2025,https://science.nasa.gov/exoplanet-catalog/gj-251-c/
340,BD+37 3172 b,454.251,10.6 Jupiters,9.162,2023,https://science.nasa.gov/exoplanet-catalog/bd37-3172-b/
341,OGLE-2016-BLG-1266L b,3080,12 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/ogle-2016-blg-1266l-b/
342,HIP 111909 c,88.077,0.81 Jupiters,7.37,2025,https://science.nasa.gov/exoplanet-catalog/hip-111909-c/
343,HIP 111909 b,88.077,1.21 Jupiters,7.37,2025,https://science.nasa.gov/exoplanet-catalog/hip-111909-b/
344,HIP 18606 b,47.0288,0.77 Jupiters,5.83308,2025,https://science.nasa.gov/exoplanet-catalog/hip-18606-b/
345,TOI-2093 b,82.7982,10.6 Earths,11.925,2025,https://science.nasa.gov/exoplanet-catalog/toi-2093-b/
346,HD 196067 c,39.9346,10.4 Earths,6.51,2025,https://science.nasa.gov/exoplanet-catalog/hd-196067-c/
347,HD 23079 c,33.4591,8.26 Earths,7.12,2025,https://science.nasa.gov/exoplanet-catalog/hd-23079-c/
348,TOI-2345 c,81.6541,7.27 Earths,11.483,2025,https://science.nasa.gov/exoplanet-catalog/toi-2345-c/
349,TOI-2345 b,81.6541,3.49 Earths,11.483,2025,https://science.nasa.gov/exoplanet-catalog/toi-2345-b/
350,TOI-2093 c,82.7982,15.8 Earths,11.925,2025,https://science.nasa.gov/exoplanet-catalog/toi-2093-c/
351,55 Cancri B c,12.4773,5.3 Earths,13.152,2025,https://science.nasa.gov/exoplanet-catalog/55-cancri-b-c/
352,55 Cancri B b,12.4773,3.5 Earths,13.152,2025,https://science.nasa.gov/exoplanet-catalog/55-cancri-b-b/
353,BD+42 2315 b,610.715,0.55 Jupiters,9.723,2023,https://science.nasa.gov/exoplanet-catalog/bd42-2315-b/
354,NGTS-32 b,837.457,0.57 Jupiters,13.588,2025,https://science.nasa.gov/exoplanet-catalog/ngts-32-b/
355,TOI-6109 b,151.738,21.1 Earths,11.05,2025,https://science.nasa.gov/exoplanet-catalog/toi-6109-b/
356,TOI-6109 c,151.738,20.8 Earths,11.05,2025,https://science.nasa.gov/exoplanet-catalog/toi-6109-c/
357,NGTS-31 b,497.376,1.12 Jupiters,13.519,2025,https://science.nasa.gov/exoplanet-catalog/ngts-31-b/
358,TOI-2449 b,156.786,0.7 Jupiters,10.416,2025,https://science.nasa.gov/exoplanet-catalog/toi-2449-b/
359,HD 143811 AB b,136.608,6.1 Jupiters,8.91,2025,https://science.nasa.gov/exoplanet-catalog/hd-143811-ab-b/
360,TOI-5799 c,27.8123,3.75 Earths,13.29,2025,https://science.nasa.gov/exoplanet-catalog/toi-5799-c/
361,TOI-6223 b,133.122,22.6 Earths,14.22,2025,https://science.nasa.gov/exoplanet-catalog/toi-6223-b/
362,TOI-1743 b,41.2758,4.01 Earths,14.972,2025,https://science.nasa.gov/exoplanet-catalog/toi-1743-b/
363,TOI-1203 e,64.9943,0.13246141 Jupiters,8.59,2025,https://science.nasa.gov/exoplanet-catalog/toi-1203-e/
364,TOI-1203 c,64.9943,5.46 Earths,8.59,2025,https://science.nasa.gov/exoplanet-catalog/toi-1203-c/
365,TOI-1203 b,64.9943,3.51 Earths,8.59,2025,https://science.nasa.gov/exoplanet-catalog/toi-1203-b/
366,KMT-2024-BLG-0404L c,7210,17.3 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-0404l-c/
367,KMT-2024-BLG-0404L b,7210,27.24 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-0404l-b/
368,AU Microscopii e,9.7221,21.1 Earths,8.81,2025,https://science.nasa.gov/exoplanet-catalog/au-microscopii-e/
369,TOI-6420 b,634.712,8.2 Jupiters,12.994,2025,https://science.nasa.gov/exoplanet-catalog/toi-6420-b/
370,TOI-5350 b,277.419,6.59 Jupiters,11.953,2025,https://science.nasa.gov/exoplanet-catalog/toi-5350-b/
371,TOI-5261 b,377.054,11.49 Jupiters,12.68,2025,https://science.nasa.gov/exoplanet-catalog/toi-5261-b/
372,TOI-4773 b,492.888,5.31 Jupiters,12.075,2025,https://science.nasa.gov/exoplanet-catalog/toi-4773-b/
373,TOI-2141 d,77.682,14.9 Earths,9.46,2025,https://science.nasa.gov/exoplanet-catalog/toi-2141-d/
374,TOI-2141 c,77.682,6.14 Earths,9.46,2025,https://science.nasa.gov/exoplanet-catalog/toi-2141-c/
375,GJ 536 c,10.4092,5.89 Earths,9.71,2025,https://science.nasa.gov/exoplanet-catalog/gj-536-c/
376,TOI-1438 c,110.513,10.6 Earths,10.957,2025,https://science.nasa.gov/exoplanet-catalog/toi-1438-c/
377,TOI-1438 b,110.513,9.4 Earths,10.957,2025,https://science.nasa.gov/exoplanet-catalog/toi-1438-b/
378,HIP 41378 g,106.289,6.81 Earths,8.93,2025,https://science.nasa.gov/exoplanet-catalog/hip-41378-g/
379,K2-73 c,269.183,3.59313383 Jupiters,11.345,2025,https://science.nasa.gov/exoplanet-catalog/k2-73-c/
380,HD 28471 d,43.6455,4.91 Earths,7.89,2025,https://science.nasa.gov/exoplanet-catalog/hd-28471-d/
381,HD 28471 c,43.6455,5.72 Earths,7.89,2025,https://science.nasa.gov/exoplanet-catalog/hd-28471-c/
382,HD 28471 b,43.6455,3.72 Earths,7.89,2025,https://science.nasa.gov/exoplanet-catalog/hd-28471-b/
383,TOI-6330 b,139.042,10 Jupiters,16.33,2025,https://science.nasa.gov/exoplanet-catalog/toi-6330-b/
384,TOI-6303 b,152.219,7.84 Jupiters,14.639,2025,https://science.nasa.gov/exoplanet-catalog/toi-6303-b/
385,TOI-2322 b,59.861,2.31 Earths,10.912,2025,https://science.nasa.gov/exoplanet-catalog/toi-2322-b/
386,TOI-2322 c,59.861,18.1 Earths,10.912,2025,https://science.nasa.gov/exoplanet-catalog/toi-2322-c/
387,WISPIT 2 b,134.907,4.85 Jupiters,11.598,2025,https://science.nasa.gov/exoplanet-catalog/wispit-2-b/
388,WISPIT 1 c,230.007,5.3 Jupiters,13.182,2025,https://science.nasa.gov/exoplanet-catalog/wispit-1-c/
389,WISPIT 1 b,230.007,10.4 Jupiters,13.182,2025,https://science.nasa.gov/exoplanet-catalog/wispit-1-b/
390,HD 224018 d,105.48,4.2 Earths,9.715,2025,https://science.nasa.gov/exoplanet-catalog/hd-224018-d/
391,HD 224018 c,105.48,10.4 Earths,9.715,2025,https://science.nasa.gov/exoplanet-catalog/hd-224018-c/
392,HD 224018 b,105.48,4.1 Earths,9.715,2025,https://science.nasa.gov/exoplanet-catalog/hd-224018-b/
393,KMT-2023-BLG-1896L b,5490,16.35 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-1896l-b/
394,KMT-2023-BLG-0119L b,5410,0.26334965 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2023-blg-0119l-b/
395,MOA-2022-BLG-033L b,1840,12.15 Earths,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/moa-2022-blg-033l-b/
396,GJ 9773 b,15.9211,0.543 Jupiters,12.033,2025,https://science.nasa.gov/exoplanet-catalog/gj-9773-b/
397,TOI-880 c,60.6679,21.7 Earths,10.104,2025,https://science.nasa.gov/exoplanet-catalog/toi-880-c/
398,GJ 508.2 b,16.6374,1.85 Jupiters,10.61,2025,https://science.nasa.gov/exoplanet-catalog/gj-508-2-b/
399,OGLE-2015-BLG-1609L b,3300,0.24 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/ogle-2015-blg-1609l-b/
400,TOI-6000 b,75.7664,0.779 Earths,15.454,2025,https://science.nasa.gov/exoplanet-catalog/toi-6000-b/
401,TOI-4155 b,240.737,10.4 Earths,11.85,2025,https://science.nasa.gov/exoplanet-catalog/toi-4155-b/
402,TOI-2719 b,588.368,29.9 Earths,12.684,2025,https://science.nasa.gov/exoplanet-catalog/toi-2719-b/
403,TOI-1346 b,115.45,6.3 Earths,11.693,2025,https://science.nasa.gov/exoplanet-catalog/toi-1346-b/
404,TOI-1346 c,115.45,5.6 Earths,11.693,2025,https://science.nasa.gov/exoplanet-catalog/toi-1346-c/
405,BEBOP-3 b,119.052,0.558 Jupiters,9.259,2025,https://science.nasa.gov/exoplanet-catalog/bebop-3-b/
406,TOI-7149 b,126.126,0.705 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/toi-7149-b/
407,TOI-5817 b,80.7542,10.3 Earths,8.64,2025,https://science.nasa.gov/exoplanet-catalog/toi-5817-b/
408,TOI-5795 b,156.53,23.66 Earths,10.708,2025,https://science.nasa.gov/exoplanet-catalog/toi-5795-b/
409,Ross 176 b,46.4488,4.57 Earths,11.524,2025,https://science.nasa.gov/exoplanet-catalog/ross-176-b/
410,TOI-201 c,113.825,15.70029579 Jupiters,9.07,2025,https://science.nasa.gov/exoplanet-catalog/toi-201-c/
411,HD 135344 A b,141.595,10 Jupiters,7.765,2025,https://science.nasa.gov/exoplanet-catalog/hd-135344-a-b/
412,KMT-2024-BLG-1209L b,3930,2.64 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/kmt-2024-blg-1209l-b/
413,MOA-2022-BLG-091L b,4250,3.59 Jupiters,Unknown,2025,https://science.nasa.gov/exoplanet-catalog/moa-2022-blg-091l-b/
414,TOI-1011 b,52.62,4.04 Earths,8.94,2025,https://science.nasa.gov/exoplanet-catalog/toi-1011-b/
415,L 98-59 f,10.6194,2.8 Earths,11.685,2025,https://science.nasa.gov/exoplanet-catalog/l-98-59-f/
416,TOI-5592 b,597.026,0.899 Jupiters,12.614,2025,https://science.nasa.gov/exoplanet-catalog/toi-5592-b/
417,TOI-5386 A b,394.486,0.488 Jupiters,11.554,2025,https://science.nasa.gov/exoplanet-catalog/toi-5386-a-b/
418,TOI-5340 b,532.629,0.85 Jupiters,12.399,2025,https://science.nasa.gov/exoplanet-catalog/toi-5340-b/
419,TOI-5322 b,476.899,0.579 Jupiters,12.733,2025,https://science.nasa.gov/exoplanet-catalog/toi-5322-b/
420,TOI-5210 b,302.086,0.258 Jupiters,12.118,2025,https://science.nasa.gov/exoplanet-catalog/toi-5210-b/
421,TOI-5181 A b,480.155,1.04 Jupiters,12.301,2025,https://science.nasa.gov/exoplanet-catalog/toi-5181-a-b/
422,TOI-4961 b,213.073,1.8 Jupiters,12.486,2025,https://science.nasa.gov/exoplanet-catalog/toi-4961-b/
423,TOI-4794 b,543.008,0.97 Jupiters,12.563,2025,https://science.nasa.gov/exoplanet-catalog/toi-4794-b/
